"id","city","description","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms"
282,"austin","Location, location, location...in the heart of Hyde Park's Historical district this home has authentic charm.  Open floor plan with family/living room, real hardwood floors, great for entertaining. 3 bedrooms, 2 full baths...one with garden tub & jets. Great front porch.  Alley access. Perfect home for enjoying the perks of what Austin is all about.  Come see what this amazing home has to offer in one of the oldest & most desired neighborhoods to be in. A true treasure","Single Family",30.3092193603516,-97.730712890625,2,FALSE,1924,0,6054,7.33333333333333,15,2,3
283,"del valle","Close proximity to Los Cielos Park, this 3 bedroom home features an open floor plan with spacious eat in kitchen, fresh paint and a new fence! Home equipped with energy efficient solar panels! Located minutes from the 130 toll road for easy commuting access.","Single Family",30.1679859161377,-97.6262817382812,0,FALSE,2006,0,4965,3.33333333333333,14,2,4
284,"austin","Originally built in 1938, this Pemberton Heights home was fully renovated in 2012. Designed by Arbib Hughey Design and built by Wilmington Gordon, this stunning home welcomes you with abundant natural light & beautiful fixtures & finishes. Hardwood floors underfoot & vaulted, custom-lit ceilings overhead create large open space filled with light. With five skylights throughout, soft natural light is never in short supply. The kitchen houses high end appliances, large central island, shiplap walls, marble and stainless steel countertops & ample custom cabinetry. The fireplace serves as a charming focal point, backlit by floor to ceiling windows overlooking the lush backyard with a larger than life heritage tree. 2 spaces in a private covered carport doubles as outdoor entertaining. 3 bedrooms, 3 baths & a generous flex space serves as a 4th bedroom or whatever your needs may be. The downstairs master suite is spacious & private with double vanities & a large walk-in closet. Owner/Agent","Single Family",30.2987003326416,-97.7559585571289,4,FALSE,1938,0,8276,7,16,3,4
285,"austin","10705 Bayridge Cv, Austin, TX 78759 is a single family home that contains 2,610 sq ft and was built in 1982. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4144153594971,-97.7691497802734,0,TRUE,1982,0,13503.6,8.33333333333333,16,3,4
286,"austin","This amazing residence boasts massive greenbelt views that extends for hundreds of miles! Privileged location in gated community, perfect for outdoor cooking by the pool in the summers or hot tub, fire pit and marshmallows in the winter, plenty of trees for privacy. More than a backyard it feels like a escape to a paradise! Sizeable chef's kitchen, double ovens a gorgeous island, lots of natural light. Wrought iron and glass double front doors, extensive landscape lighting, 3 car garage and so much more.","Single Family",30.3478393554688,-97.9024429321289,3,TRUE,2006,3,14374.8,8.66666666666667,17,4,5
287,"austin","8501 Copano Dr, Austin, TX 78749 is a single family home that contains 1,905 sq ft and was built in 1991. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.2055549621582,-97.851936340332,2,FALSE,1991,1,14374.8,4.66666666666667,14,3,4
288,"austin","Single lot in hot south Austin.  This is for one lot of two adjacent lots.  There is a house that straddles both lots.  Owner plans to remove house.  Both lots for sale together with the house for $685,000.","Single Family",30.2359523773193,-97.7587814331055,2,FALSE,2018,0,13068,3.66666666666667,12,5,5
289,"austin","A resort-style property in the heart of central Austin. Enjoy a private oasis on almost a third of an acre and walk to some of the best restaurants the city has to offer. Living area windows boast a stately, oversized backyard; outdoor features include a sparkling, custom pool & spa, Lynx built-in outdoor kitchen, surround sound, and SunSetter retractable awnings. Entertain in multiple outdoor living retreats including a tranquil, front courtyard enclosed with a stunning arrangement of landscaping/lighting. This homesite is fully fenced/gated with an electric gate, carport, 2.5 car garage, garden, and hidden workshop. Interior features include custom closets, Hunter Douglas window treatments, surround sound throughout, and KitchenAid built-in appliances. Find ample cabinetry including multiple wet bars, utility cabinets, computer desk, wine rack, and 40+ kitchen cabinets and drawers. Truly a must-see!","Single Family",30.323148727417,-97.736946105957,3,TRUE,2014,0,12196.8,6,16,3,4
290,"austin","Fabulous 1-story home in Escala of Barton Creek features beautiful architectural elements. Privacy abounds with a gated entrance & circular drive welcoming you to a courtyard & well-landscaped grounds. Wood beamed ceilings, arched collonades, mesquite wood floors, french doors opening to courtyard & covered loggia with fireplace, pool, spa & outdoor grill are an entertainers dream. Master suite with his & her baths is a luxurious retreat.  Wood-paneled study, gameroom, wine cellar & hill country views.","Single Family",30.2685832977295,-97.8640213012695,0,FALSE,2004,0,68389.2,5.66666666666667,16,6,3
291,"austin","Truly great 3 bed 1 bath home in Brentwood/Crestview area*Storage shed and unique patio and BBQ area in back yard with great privacy landscaping and fresh sod*Added bonus room off back w/ great light and view of backyard - for multi purpose. Updated kitchen*Original hardwoods throughout*Covered carport with bonus toilet in attached storage area (not counted in bath count but functional). Lots of natural light. Some moderate sheetrock repairs needs from common area settling but no known foundation issues.","Single Family",30.3336944580078,-97.7359008789062,1,FALSE,1948,0,8581,7,16,1,3
292,"austin","Looking for style *and* quality in Walnut Crossing? Opportunity knocks! This just completed custom renovation by Jaramillo Homes offers awesome aesthetics and incomparable quality at an unbeatable value. Huge kitchen! Open concept plan! Extensive high-end features! Ash walnut floors! Gorgeous baths-double shower! All new Anderson/Jeld-Wen windows!  Fabulous new construction detached modern studio (included in SQFT)! Great corner lot! See improvements list for so much more! Fully permitted! Turn key! Done!","Single Family",30.416446685791,-97.7150726318359,0,FALSE,1980,0,7405,6.66666666666667,15,2,3
293,"austin","3 bedroom, 2 bath, Limestone Tri-level on a very large waterfront lot inside Austin.  Close to I-35, but feels miles from the city.  30 mile view, and backs to beautiful Walnut Creek, miles of wood and Pioneer Farms historic Texas homestead.  Large kitchen with lots of cabinet space, open floorplan with vaulted ceilings and floor to cieling stone fireplace.  Huge master bedroom with walk-in closets, balcony and custom shower.  Beautiful sunroom and nice deck.  Stone front patio, pond and beautiful landscaping with automatic sprinklers.  Large fenced backyard with a private gated access to the Creek.  Truly a hidden jewel of Austin, this limestone creek, with 70' cliffs runs crystal clear year-round.  This property has the only access to it in the neighborhood, and is quite private.  We've worked really hard fighting our Property Taxes each year to keep the valuation low, so it looks strangely low compared to our neighbors, but don't let that fool you.  Its a great house with a much higher valuation then the tax value shows.

Neighborhood Description

Brand new elementary school less than a mile away.","Single Family",30.3699779510498,-97.6630554199219,2,FALSE,1984,0,18730.8,4.33333333333333,12,2,3
294,"austin","NEW REDUCED PRICE! and NEW FLOORS Downstairs as of 5/19/19!  Vacant and Go - Extremely Rare 5 Bed, 3 Full Bath 2622 sf home in desirable McKinney Heights. Great Open Kitchen/Living Floor Plan, tons of counter/cabinet space. Master and a 2nd Bed/Office Downstairs with Full Baths. Solid, Large Custom Outdoor Storage/Workshop w/electric plus an Upgraded Garage. Abundance of Space To Entertain/Work on all of Your Home Projects and for those growing families!","Single Family",30.1517486572266,-97.7463989257812,2,FALSE,2010,1,6229,5.33333333333333,15,3,5
295,"austin","Welcome home to this charming 3BD/2BA home with a great open concept floor plan for entertaining.  Master suite boasts beautiful natural light, double vanity and huge walk in closet.  Enjoy the sun in the back yard on the patio or sit in the shade of the covered porch.  New interior paint (one color throughout), new dishwasher, new fireplace surround and new wood vinyl flooring.  Come see this one today!","Single Family",30.3565616607666,-97.6093368530273,2,FALSE,2007,0,7187,5,11,2,3
296,"austin","Beautiful traditional 5bedroom 2.5, 2story home in Austin ISD. Updated w granite ctrs stainless steel appliances, and beautifully upgraded flooring. Spacious light and bright kitchen boasts smooth-top range, ss appliances, island, granite ctrs, & ample cabinetry for storage & prep. Spacious Mstr up w on-suite, dual sinks, garden tub, and sep shower. Pool sized backyard w covered patio, storage shed & privacy fence. Close proximity to Akins High School. Hike & bike trails lead to Mary Moore Park.","Single Family",30.1548042297363,-97.8021011352539,5,FALSE,2007,0,10497,3.33333333333333,14,3,5
297,"austin","Upgraded & Move-in-ready modern home in Harris Branch! Open kitchen, dining & living plus bonus secondary living. Polished concrete floors and tile throughout - no carpet! Kitchen refinished with white cabinets, granite counters and center island. Low maintence backyard. Master retreat w/ barn door and updated master bath. Convenient access to major highways and toll road. Come see this beautiful home!","Single Family",30.3462638854981,-97.6106491088867,2,FALSE,1994,0,6621,5,11,2,3
298,"austin","A rare opportunity on a quiet interior street in coveted Estates of Shady Hollow. Nestled on 1.25 acres, this home enjoys the privacy of country style living yet just a 25-minute drive to Austin's vibrant downtown.  A large entertainment area is central to the home's open floor plan as is the tall coffered ceilings, recessed lighting and custom draperies. New durable wood style laminate has been installed in the family room and master suite. A living dining combination on the south side of the house is a perfect secondary lounge area. The kitchen and casual dining receive an abundance of natural light and a view of the expansive back yard.","Single Family",30.1521320343018,-97.8642272949219,0,FALSE,1993,0,54450,7.33333333333333,17,2,4
